Keyword Unique ID	Account ID	Account Name	Campaign	Ad Group	Keyword	Keyword Type	Subid	Paused	Max CPC	ACCOUNT	CAMPAIGN	BRAND	BRAND+CATEGORY	ADGROUP	KEYWORD	Last Avg CPC	Last Avg Pos	Clicks	Impressions	ACCOUNT - Clicks	CAMPAIGN - Clicks	BRAND - Clicks	BRAND+CATEGORY - Clicks	ADGROUP - Clicks	KEYWORD - Clicks	Avg CPC	CTR	Est EPC	newBid	Costs	Avg Pos	Commission Value	ACCOUNT - Commission Value	CAMPAIGN - Commission Value	BRAND - Commission Value	BRAND+CATEGORY - Commission Value	ADGROUP - Commission Value	KEYWORD - Commission Value	number of commissions
3	djqbmmbn	wj	s	cbhmx	je	cpiqvzr	pzuvj	uvoalcbtgg	qcafbg	fwz	wdlgfeble	oqcvggsbpf	wzgyy	tgqoa	vbbuoswtom	xq	x	9	3	3	5	1	1	4	2	2,612972248168264	68,58786198553568	7,992467417862413	86,25049966755178	10,87923486201665	7,1076763090849475	31,319204660726246	8,007030948338445	22,0644541035378	10,519357710088986	26,733714207287314	16,534513071444465	14,645548751187835	4,50004064017691
9	i	vqmnv	pzxif	fsewgjqf	chepza	xvyioq	ugjrhrp	sgxkwvyfhd	ukixxntvze	hnocp	nbqtvoo	loahcrcjp	ckdos	cgriqvso	w	rnyog	azwkxv	8	8	5	2	7	3	3	7	16,946520845475817	0,6992778795194077	44,51646908551391	3,946926047852739	2,159110933765939	26,0213792657977	9,415061507185994	12,472079525352841	0,08064918494015264	4,274261198843109	11,805224320085042	17,7410020723284	26,69636108423551	17,46986521626783
8	vspy	rxeaebljq	enjvqq	hjselwg	gpukqqwlsu	evznj	ksvkzigwx	ewwhzol	jls	hzqyv	sk	fjnpqwu	nttf	dbhnaq	ipbm	i	hcbfxut	7	7	9	5	6	8	8	4	73,19067992182481	18,027492303103404	24,45190436382572	4,00388674146616	22,531425088492	4,317368990841271	8,240504031774586	0,7216121143909082	13,151756459749443	5,996345946605516	7,8871861373662115	14,479094941500719	1,5529322291739858	18,187658161971957
6	ojnugegqz	pzktauz	wsvnqdzgjr	drdbqxy	ghvql	faqhzol	vilqa	br	v	vfdvxd	ewvxzzpo	vs	dmkybbvmd	psgctz	mghddpwyct	tjuyza	cayuhk	6	2	4	4	2	5	6	8	13,813229669764663	3,128908492821705	28,277556155865554	4,978134207877067	24,15415444992623	26,713209281295644	8,588573273994902	12,323031781522094	3,3955985140989378	20,1156737235287	7,165297694381254	32,1167708146375	6,463527969879994	35,9612455041429
3	zbbbsntj	kmvcbcyc	zdpcyf	lrtdrhpjt	y	gexgqthbm	body	ns	vathks	coozpcp	ko	rsvjoyc	cveuhfbd	dzk	trv	uor	evap	6	6	5	9	2	0	9	2	23,816552674098556	46,516679251694676	0,0	25,901455508285988	3,387892091724968	15,127830675108312	1,4492420728138644	1,8662555483196621	6,777315937869268	14,429372723637934	1,9929678173968353	4,797952129185665	29,03141131544357	15,844674324959247
0	yjuv	tbmzxvel	wwiwwwjdxo	arunprn	zs	ujsdmxbq	pz	j	fxtoaja	xjilinvl	bsxyxxtnh	z	hfbg	xwguvkgwy	noetzvwns	jwwmjb	upraozij	5	1	5	1	2	4	0	2	18,683774543009104	7,848322134049543	4,921965135810024	17,70172329170131	28,79701756500123	35,61067342777626	12,392949713955344	8,085952755627272	10,421970166986341	12,601270476064517	1,05634294507562	17,472961038214084	2,18354755371015	21,429229800448454
1	ajx	ufw	ule	rke	lqs	cbomma	cw	anykbc	ghuzkvzwn	bo	xk	del	fe	d	banncasj	qwnfpe	koqveloler	4	8	4	3	9	2	3	5	61,733366890178615	9,10853043985665	0,24781854744887555	29,289805724061672	29,022779224958928	36,22776528709964	25,44187415101147	8,531840827770504	9,340489030882578	0,25366954604914727	24,355199446219792	1,6132615554071466	3,9687168971931337	23,78362082448388
4	cxmhfy	mvlmjhiv	z	uhvr	qfmrynder	vjo	bnkibn	eendq	kviixqy	frsymmznl	tmnbrkluf	ftvuxoh	ie	lop	ofl	obkbjzfzh	p	3	7	0	1	0	4	0	2	18,20447063778976	4,582210572717419	0,46453341400006565	12,6263800163741	31,666605288550308	31,377532233733557	9,386449089509194	15,851735741455682	3,241093575886412	17,443778361662805	5,058600372232812	13,948708097811016	10,375548735043374	2,8566659169699227
0	gdpnstl	gbtlrlw	jwx	b	ads	rcgtivtoe	bltdqdald	bu	yuexxm	oirf	ytohsynk	kzoeymihlh	yoeuploq	znqyfgtqbk	grtllrhqt	yxaodvmeej	xvhqoxzoi	1	6	2	0	6	9	9	8	23,881581243265572	16,21958988468804	8,076890427531621	2,355598799040651	48,954819352460866	32,13199570079888	8,88220292294408	18,829752520989643	5,79707570260362	16,17119782401501	8,923632010582741	24,62487281596681	17,252637674264726	31,016266712223253
2	g	ndpkcmkm	kklpajitrs	mw	xofnimraw	oyfgzfxm	hghnnpbl	tei	d	iil	gmwkpm	zdpgdlalxo	yclognv	qrva	l	ku	tjucxl	1	3	8	3	7	1	9	5	41,82550119090818	0,3465367433319939	13,170751994908777	0,4593749897184285	9,8425375785271	11,711561214497054	12,149236517080325	0,01021797882922746	14,04042447676894	1,7697232746973517	25,59618757696261	0,0803321814442659	0,3642984186371981	19,79505202373257
