Keyword Unique ID	Account ID	Account Name	Campaign	Ad Group	Keyword	Keyword Type	Subid	Paused	Max CPC	ACCOUNT	CAMPAIGN	BRAND	BRAND+CATEGORY	ADGROUP	KEYWORD	Last Avg CPC	Last Avg Pos	Clicks	Impressions	ACCOUNT - Clicks	CAMPAIGN - Clicks	BRAND - Clicks	BRAND+CATEGORY - Clicks	ADGROUP - Clicks	KEYWORD - Clicks	Avg CPC	CTR	Est EPC	newBid	Costs	Avg Pos	Commission Value	ACCOUNT - Commission Value	CAMPAIGN - Commission Value	BRAND - Commission Value	BRAND+CATEGORY - Commission Value	ADGROUP - Commission Value	KEYWORD - Commission Value	number of commissions
5	yfbpghl	kxfisauv	ya	uumakb	nxvpshp	lucfiu	fjpxdn	khgd	milaf	vnzaklv	xmgigqebfa	juf	hxzntpzc	vxyhu	qfs	lymagafp	qgkht	9	4	3	9	4	2	2	4	62,00406053726024	24,519796324875795	20,099017286255577	4,193260128743294	8,253854327767641	6,10995681836218	24,155065142236978	5,729817616778226	22,632079394642986	2,572714143392128	6,895616348228856	2,0190787039860596	17,85714873364794	4,227304650597842
6	klyoss	gkk	ekz	cf	w	ya	edpgd	wdectsdi	fyd	swglrvnhe	e	zljjxdt	lthicigm	vfhogywr	my	culzynf	fymg	7	1	1	7	2	3	1	1	0,40265682146419046	70,30758721699402	6,616639650659517	5,964250939300239	32,541193666333164	5,240187012251479	0,17771782310703488	3,513839309726131	3,8894473543087154	23,91976618735236	12,502910190847155	11,37146269250032	26,554981855128837	24,942297580461343
5	fbejrneezk	ngrihtak	oe	a	takg	zdb	cgdtoz	vi	saslbehi	fcprxqdw	mifqec	wq	ju	ctllisd	knsf	zgy	gg	6	5	6	4	4	4	0	9	32,98999001672255	13,634166574507574	3,287636678906614	42,03151030682065	29,228891094176756	17,676106141599096	1,4938193382161569	2,6694721319377135	0,37007388322038665	13,2269921640568	5,187925652824098	0,9210493360933122	3,7068844327677564	0,40370252459989314
1	c	sehysktsmi	zoxs	zrgtovqwen	tinorke	ldfavtwvm	bj	maap	larugs	uqpcdw	dh	pzwozwb	ckaccbrvqm	vgogrc	iydwyjmlth	jxfe	bxjwgohr	5	7	9	0	8	3	7	3	23,80819523955796	85,69319614221024	22,940967157831587	8,763699089670919	18,948356293614026	50,65766966341493	25,51687202818472	0,13740960121000012	4,915405229195459	11,049013573318735	19,6622338540235	5,48832182955795	6,18581155593139	18,264510701506108
1	mxwqvgg	zme	texsnhxzft	vnicyx	bvlebmc	ktfc	yfjfz	kxncbpdfih	zueybyyyua	r	wen	gghzjll	ou	vv	nisqnjzu	ludj	ubjzs	4	8	8	2	9	7	3	2	20,6089842041797	3,845123295600887	15,028339609998369	19,49931684162527	8,338440192560823	50,777421111094064	0,858092390162372	6,041549604044016	4,442242954137224	8,433323170983684	4,588159146724166	4,270385230190412	23,408836189645164	24,784134696374966
1	hlhje	fobhvmlyv	kkosmkm	tedh	nmdn	socahnsupb	oowttp	zmrweu	u	howwgs	serxzdii	bgxobz	sctmvhrz	ctderugdh	azjwqto	logjn	rlycs	1	3	2	3	0	4	3	3	8,281116383967133	15,720424089174362	12,424099959209386	46,661620052844576	2,505209387993127	5,499677767527355	13,774526158968081	9,70324455242441	0,644025740622431	9,380970852890437	2,4442223336521223	12,48346483937194	5,19547522625971	2,7090351699435127
8	m	hw	uhdfyp	ipod	lnipcqw	qfptyfh	vazakufvxt	wzw	pjtzbnlj	owz	ziwdudggg	bksu	o	xc	cujgwq	dtqzqq	meukrk	1	4	8	4	6	3	6	9	1,9060755103447495	38,33290160781922	2,1853917048556273	30,95425412347994	6,653710655790325	11,926970585046014	4,836294001551757	15,549591815366265	8,915684735867762	21,802030079028288	5,147379756694013	0,06700040093121942	12,74420709853247	16,975458987224318
8	lvd	kvq	pirslos	r	lzb	yby	ogfsqzsjxr	dahvddm	qxag	gauyhfr	hhfooccsy	pbxwslx	x	rey	m	r	hjxdid	0	4	1	7	6	2	3	0	20,828128928507603	8,928632886765406	55,33410758995636	0,0443324367836162	4,308779125633029	21,8306674200313	34,5394127808292	7,018820189233839	0,3669949684020689	15,261501266284206	0,0	1,5624447074700774	14,220138561348103	19,158869459118325
5	abgvzq	vzsf	ooy	au	pwnqbcc	oms	zkkhri	pignbk	eukmr	p	v	f	vwcrox	v	hzshin	q	utt	0	8	4	5	8	4	3	2	5,48397596108704	0,4786433114721518	31,209903041579917	3,2735431631927376	48,5966755861342	1,8649366170225936	2,3013620533694263	1,1440742104001915	34,121310804845635	14,080215162332292	9,106334634808688	0,1896676529553575	9,97964266473932	10,63117784325772
3	croovxcqw	jeblxp	htacyeti	gpjpg	uvwnzwkmv	wa	wzxdmezz	xvmx	zuksz	etcmrnnqx	euo	zvfoxredm	rlu	kqhijeq	psrpjflcz	dl	x	0	5	8	8	7	3	6	1	22,204037397144084	51,02956918977959	0,23825024520799332	57,81682328931867	14,24548731427049	21,823089586894895	2,839971524973226	0,036274122028027024	28,339537150374664	18,54537080762656	30,254153985504384	16,728996572659522	1,2999406702052838	11,133220100205627
